request_id,conv_id,turn_idx,in_warmup,target_in_tokens,out_tokens_max,scheduled_offset_ms,status,error,ttft_ms,tpot_mean_ms,tpot_p95_ms,latency_ms,output_tokens,prompt_tokens_actual,output_text_len,t_send_epoch
0-0,0,0,True,4000,200,23.90536665916443,ok,,310.1704064756632,2.566918701931988,3.3119305968284607,808.2367964088917,200,3985,758,1784308043.1432722
0-1,0,1,True,4000,200,3838.5319616645575,ok,,52.51237563788891,2.61402840077565,2.7397209778428078,551.87021009624,200,3985,1003,1784308046.9578996
0-2,0,2,True,3999,200,7395.363884046674,ok,,48.735037446022034,2.582490634249181,2.7495399117469788,554.9816824495792,200,3984,1077,1784308050.5147312
0-3,0,3,True,3999,200,10954.916395246983,ok,,49.588873982429504,2.6288517011502353,2.777407690882683,559.6545357257128,200,3984,975,1784308054.0742836
0-4,0,4,True,3998,200,14519.72378231585,ok,,59.80435013771057,3.5917482402904954,11.759986355900764,742.1991899609566,200,3983,953,1784308057.639091
0-5,0,5,True,3998,200,18266.78709872067,ok,,56.370461359620094,2.715181012052236,2.7895896695554256,583.1796880811453,200,3983,1013,1784308061.3861537
1-0,1,0,True,4000,200,5141.9917568564415,ok,,242.1662863343954,3.4495358852370415,11.612695455551146,907.9957529902458,200,3985,940,1784308048.2613604
1-1,1,1,True,3999,200,9056.149985641241,ok,,49.56416413187981,2.793599560092657,2.7912231162190433,594.3870898336172,200,3984,1003,1784308052.1755168
1-2,1,2,True,3999,200,12655.174400657415,ok,,47.24733717739582,2.7604292887143598,2.7951542288064957,585.5995900928974,200,3984,1113,1784308055.7745419
1-3,1,3,True,3999,200,16246.657932177186,ok,,46.261077746748924,2.9130511199279376,3.0664187856018508,605.6401543319225,200,3984,968,1784308059.366025
1-4,1,4,True,3999,200,19857.434516772628,ok,,42.0988816767931,2.8389337353217297,3.30914407968521,595.7517717033625,200,3984,964,1784308062.9768012
1-5,1,5,True,3998,200,23459.270279854536,ok,,67.35863350331783,2.8036664492295436,2.970192302018403,605.7330947369337,200,3983,600,1784308066.5786407
2-0,2,0,True,4000,200,5271.213516592979,ok,,294.0436564385891,2.7575714620932232,2.778216265141964,820.7996878772974,200,3985,899,1784308048.3905816
2-1,2,1,True,3999,200,9097.697637975216,ok,,65.97082689404488,2.7417119417805225,2.76130847632885,592.4396999180317,200,3984,897,1784308052.2170653
2-2,2,2,True,3999,200,12694.681821390986,ok,,53.33922989666462,2.746106814205026,2.755358349531889,580.6531887501478,200,3984,951,1784308055.814048
2-3,2,3,True,3998,200,16279.642600566149,ok,,71.84861414134502,2.73399888851482,2.7594268321990967,599.5690617710352,200,3983,1055,1784308059.3990083
2-4,2,4,True,3998,200,19883.59036669135,ok,,52.598973736166954,2.720980914597659,3.208584152162075,580.5316735059023,200,3983,968,1784308063.0029557
2-5,2,5,True,3998,200,23468.940375372767,ok,,71.44795544445515,2.6984549393611297,2.74165952578187,600.4069149494171,200,3983,1048,1784308066.5883057
3-0,3,0,True,4000,200,6879.7071892768145,ok,,208.09391513466835,2.6715103460034144,3.060579486191272,726.4278437942266,200,3985,935,1784308049.9990761
3-1,3,1,True,3999,200,10611.299876123667,ok,,52.10437439382076,2.7483873546887665,3.710532560944557,588.1080999970436,200,3984,811,1784308053.7306683
3-2,3,2,True,3999,200,14205.219902098179,ok,,48.190657049417496,2.882045674493018,2.7660626918077464,607.3708906769753,200,3984,1152,1784308057.3245869
3-3,3,3,True,3998,200,17818.277267739177,ok,,54.47702296078205,2.744010414339994,3.5837001167237728,575.9075526148081,200,3983,766,1784308060.9376435
3-4,3,4,True,3998,200,21398.81576411426,ok,,58.26710909605026,2.557438375793167,2.5805355980992317,554.47693541646,200,3983,1242,1784308064.518182
3-5,3,5,True,3998,200,24957.8160867095,ok,,56.650517508387566,2.5425636711028905,2.5578390806913376,552.548635751009,200,3983,1058,1784308068.0771825
4-0,4,0,True,4000,200,8138.593010604382,ok,,207.40709081292152,2.5705017591106523,2.6169096119701862,706.1526924371719,200,3985,1099,1784308051.2579615
4-1,4,1,True,4000,200,11850.220488384366,ok,,49.93757978081703,2.571582446753052,2.5820214301347733,546.3405251502991,200,3985,1006,1784308054.969587
4-2,4,2,True,3999,200,15401.920026168227,ok,,49.46728236973286,2.5844477785703464,2.695242501795292,553.4971486777067,200,3984,1090,1784308058.5212874
4-3,4,3,True,3999,200,18960.46632528305,ok,,43.07828098535538,2.637404133565724,2.7298079803586,549.5207253843546,200,3984,1037,1784308062.0798323
4-4,4,4,True,3998,200,22514.821028336883,ok,,62.33583204448223,2.5933350125948587,2.708902768790722,568.1070610880852,200,3983,1001,1784308065.6341925
4-5,4,5,True,3998,200,26087.452875450253,ok,,63.61906789243221,2.646245605622729,2.732753846794367,571.8232151120901,200,3983,1040,1784308069.20682
5-0,5,0,True,4000,200,14810.795115306973,ok,,242.91633069515228,2.7463487663108452,2.961819991469383,773.0262652039528,200,3985,882,1784308057.9301658
5-1,5,1,True,3999,200,18588.031323626637,ok,,45.71111500263214,2.70075885210243,2.792877703905105,577.8271295130253,200,3984,1107,1784308061.7073975
5-2,5,2,True,3999,200,22170.804355293512,ok,,46.545831486582756,2.741269236478781,2.7591977268457404,575.68284496665,200,3984,1094,1784308065.2901716
5-3,5,3,True,3998,200,25752.030543982983,ok,,57.970184832811356,2.7172816678499565,3.450334817171096,587.9396721720695,200,3983,1003,1784308068.871397
5-4,5,4,True,3998,200,29343.88530999422,ok,,48.6395750194788,2.5977505302710058,2.6556001976132393,544.8492374271154,200,3983,936,1784308072.463251
5-5,5,5,True,3998,200,32893.30093935132,ok,,61.76535040140152,2.5476768899422426,2.5891317054629326,558.671036735177,200,3983,1130,1784308076.012668
6-0,6,0,True,4000,200,20451.963264495134,ok,,204.22621443867683,2.5315168693813743,2.7269404381513596,700.471293181181,200,3985,937,1784308063.5713305
6-1,6,1,True,3999,200,24156.424613669515,ok,,47.83967882394791,2.5383920528185673,2.5533372536301613,542.9279617965221,200,3984,984,1784308067.275791
6-2,6,2,True,3999,200,27705.128449946642,ok,,43.91316883265972,2.6458680319289365,3.226863220334053,551.9652515649796,200,3984,1066,1784308070.8244967
6-3,6,3,True,3999,200,31261.62474602461,ok,,35.08378937840462,3.5667190328240395,12.064233981072903,712.7983067184687,200,3984,981,1784308074.38099
6-4,6,4,True,3999,200,34978.74741256237,ok,,236.21710948646069,2.9558800739945523,3.1513143330812454,806.7660443484783,200,3984,987,1784308078.0981152
6-5,6,5,True,3998,200,38789.96752388775,ok,,87.68361434340477,2.9581470760641637,3.3430613577365875,661.6723090410233,200,3983,1131,1784308081.9093351
7-0,7,0,True,4000,200,31572.51319848001,ok,,242.27171204984188,3.585475797836597,12.072986178100107,941.5182750672102,200,3985,1074,1784308074.6918783
7-1,7,1,True,3999,200,35518.93958449364,ok,,44.505052268505096,2.8417391941333427,2.98931263387203,598.7190566956997,200,3984,990,1784308078.6383078
7-2,7,2,True,3999,200,39122.99972400069,ok,,58.751149103045464,2.9616931119026284,4.60209194570779,636.3527458161116,200,3984,1028,1784308082.242368
7-3,7,3,True,3998,200,42764.88615758717,ok,,54.93695102632046,2.7169262691174145,3.072959557175636,579.3857220560312,200,3983,812,1784308085.884252
7-4,7,4,True,3999,200,46348.78611005843,ok,,89.85059894621372,2.839787231053713,3.3688757568597767,637.9838455468416,200,3984,1036,1784308089.468154
7-5,7,5,True,3998,200,49994.67923864722,ok,,124.15565364062786,3.6397553414730504,12.141330167651176,819.4080144166946,200,3983,911,1784308093.1140442
8-0,8,0,True,4000,200,32027.287021279335,ok,,254.23992611467838,2.6247023963011227,2.7534380555152893,766.1908958107233,200,3985,902,1784308075.1466525
8-1,8,1,True,3999,200,35798.62683452666,ok,,52.31628008186817,3.55368691314127,12.085915729403496,741.8049518018961,200,3984,938,1784308078.9179938
8-2,8,2,True,3999,200,39544.92826014757,ok,,50.751686096191406,4.6481931611349445,13.125506229698658,938.6280495673418,200,3984,972,1784308082.664296
8-3,8,3,True,3998,200,43488.9233764261,ok,,57.2016965597868,2.916338481974108,3.261083364486684,620.1248839497566,200,3983,910,1784308086.60829
