request_id,conv_id,turn_idx,in_warmup,target_in_tokens,out_tokens_max,scheduled_offset_ms,status,error,ttft_ms,tpot_mean_ms,tpot_p95_ms,latency_ms,output_tokens,prompt_tokens_actual,output_text_len,t_send_epoch
0-0,0,0,True,4000,200,23.36209826171398,ok,,588.3671641349792,2.5500782871061993,2.9571024700999256,1083.1691436469555,200,3985,864,1784312959.5740008
0-1,0,1,True,4000,200,4114.654315635562,ok,,59.31392125785351,2.5511214764892753,3.078742325305938,561.9619619101286,200,3985,709,1784312963.665294
0-2,0,2,True,3999,200,7680.950470268726,ok,,51.7075564712286,3.3524696191307157,7.421881891787049,695.4505946487188,200,3984,1072,1784312967.2315884
0-3,0,3,True,3999,200,11381.1898175627,ok,,51.920028403401375,2.6586957522953045,3.289191983640194,573.0919670313597,200,3984,1034,1784312970.9318285
0-4,0,4,True,3998,200,14958.763899281621,ok,,357.8360453248024,2.926255619296661,3.668818995356557,928.5145122557878,200,3983,1103,1784312974.509402
0-5,0,5,True,3998,200,18892.709504812956,ok,,90.9996498376131,2.9452570451375766,3.41370552778244,665.3816644102335,200,3983,1163,1784312978.4433465
1-0,1,0,True,4000,200,5141.643088310957,ok,,511.862488463521,3.407165037555844,7.42903258651495,1162.7021916210651,200,3985,957,1784312964.692283
1-1,1,1,True,3999,200,9309.839038178325,ok,,54.87624183297157,2.8331303469759903,3.618267085403204,604.5748498290777,200,3984,1037,1784312968.8604774
1-2,1,2,True,3999,200,12919.05963420868,ok,,54.15779910981655,2.810015609221799,3.435784950852394,604.989729821682,200,3984,1086,1784312972.4696982
1-3,1,3,True,3999,200,16529.089322313666,ok,,53.54326777160168,2.8535221833639195,3.3017691224813457,604.3410003185272,200,3984,1002,1784312976.0797274
1-4,1,4,True,3999,200,20138.341231271625,ok,,53.890855982899666,3.603689695651434,11.679640505462885,760.2925356477499,200,3984,974,1784312979.68898
1-5,1,5,True,3998,200,23905.1017370075,ok,,81.92707598209381,3.1395467350611814,5.362794548273053,662.8133431077003,200,3983,916,1784312983.455754
2-0,2,0,True,4000,200,5267.2796454280615,ok,,530.5264722555876,2.683064347218136,3.258309513330459,1059.1536704450846,200,3985,1071,1784312964.81792
