5628,1784284123.397887970,5636,0,8
5628,1784284124.559220032,5636,0,8
5628,1784284125.713652748,5636,0,8
5628,1784284126.890232717,5636,0,8
5628,1784284128.034270175,5636,0,8
5632,1784284129.192194553,5640,94,8
5632,1784284130.355583904,5640,0,8
5632,1784284131.530850717,5640,0,8
5632,1784284132.701540647,5640,0,8
5632,1784284133.861483281,5640,77,8
5634,1784284135.064626247,5642,100,8
5634,1784284136.272691307,5642,100,8
5634,1784284137.460349481,5642,100,8
5634,1784284138.649431393,5642,100,8
5634,1784284139.821324719,5642,0,8
5634,1784284141.035510101,5642,100,8
5634,1784284142.215026633,5642,51,8
5634,1784284143.429267330,5642,0,8
5634,1784284144.615760476,5642,87,8
5634,1784284145.798066806,5642,13,8
5634,1784284146.965146185,5642,66,8
5634,1784284148.131111906,5642,100,8
5634,1784284149.325415025,5642,100,8
5634,1784284150.463592755,5642,100,8
5634,1784284151.665747024,5642,100,8
5634,1784284152.841072167,5642,93,8
5634,1784284154.008822021,5642,100,8
5634,1784284155.194325827,5642,15,8
5634,1784284156.367377395,5642,100,8
5634,1784284157.536569723,5642,89,8
5634,1784284158.728140377,5642,0,8
5634,1784284159.894713701,5642,100,8
5634,1784284161.107928182,5642,97,8
5634,1784284162.300876469,5642,0,8
5634,1784284163.441609558,5642,100,8
5634,1784284164.622180220,5642,100,8
5634,1784284165.822660463,5642,100,8
5634,1784284166.982912621,5642,0,8
5634,1784284168.166077248,5642,100,8
5634,1784284169.344425616,5642,89,8
5634,1784284170.555055536,5642,100,8
5634,1784284171.707525288,5642,0,8
5634,1784284172.869819994,5642,100,8
5634,1784284174.086706557,5642,90,8
5634,1784284175.289413088,5642,99,8
5634,1784284176.474629887,5642,100,8
5634,1784284177.700563204,5642,100,8
5634,1784284178.890990423,5642,30,8
5634,1784284180.090028615,5642,100,8
5634,1784284181.262593856,5642,100,8
5634,1784284182.413745611,5642,100,8
5634,1784284183.602914505,5642,100,8
5634,1784284184.778738783,5642,88,8
5634,1784284185.961098904,5642,100,8
5634,1784284187.164473779,5642,54,8
5634,1784284188.389494748,5642,0,8
5634,1784284189.598956600,5642,100,8
5634,1784284190.763648621,5642,0,8
5634,1784284191.926173463,5642,25,8
5634,1784284193.122492176,5642,100,8
5634,1784284194.300683944,5642,100,8
5634,1784284195.494238870,5642,100,8
5634,1784284196.688384388,5642,100,8
5634,1784284197.887373529,5642,100,8
5634,1784284199.063773711,5642,100,8
5634,1784284200.288649669,5642,100,8
5634,1784284201.460701314,5642,99,8
5634,1784284202.633355902,5642,0,8
5634,1784284203.811171158,5642,0,8
5634,1784284204.974353504,5642,100,8
5634,1784284206.197648712,5642,100,8
5634,1784284207.402593429,5642,67,8
5634,1784284208.590965790,5642,0,8
5634,1784284209.776929268,5642,100,8
5634,1784284210.938081105,5642,100,8
5634,1784284212.112104224,5642,0,8
5634,1784284213.300719797,5642,92,8
5634,1784284214.474557136,5642,100,8
5634,1784284215.662995730,5642,100,8
5634,1784284216.842681511,5642,0,8
5634,1784284217.986795452,5642,100,8
5634,1784284219.209441389,5642,100,8
5634,1784284220.353690036,5642,0,8
5634,1784284221.514953771,5642,100,8
5634,1784284222.722455362,5642,100,8
5634,1784284223.890821783,5642,0,8
5634,1784284225.071147190,5642,0,8
5634,1784284226.260008969,5642,97,8
5634,1784284227.424799849,5642,0,8
5634,1784284228.574059472,5642,99,8
5634,1784284229.749034896,5642,93,8
5634,1784284230.922051505,5642,100,8
5634,1784284232.043085426,5642,0,8
5634,1784284233.206299276,5642,100,8
5634,1784284234.397297477,5642,100,8
5634,1784284235.577817874,5642,0,8
5634,1784284236.782100606,5642,100,8
5634,1784284237.955639516,5642,100,8
5634,1784284239.174622047,5642,100,8
5634,1784284240.388196038,5642,100,8
5634,1784284241.615338126,5642,100,8
5634,1784284242.811579067,5642,100,8
5634,1784284243.984799640,5642,100,8
5634,1784284245.177021180,5642,100,8
5634,1784284246.385098438,5642,100,8
5634,1784284247.562406793,5642,98,8
5634,1784284248.766303257,5642,100,8
5634,1784284249.982912100,5642,79,8
5634,1784284251.206196870,5642,100,8
5634,1784284252.378528539,5642,3,8
5634,1784284253.522194274,5642,0,8
5634,1784284254.676355256,5642,0,8
5634,1784284255.874318049,5642,100,8
5634,1784284257.046926170,5642,0,8
5634,1784284258.235330878,5642,95,8
5634,1784284259.422977764,5642,100,8
5634,1784284260.577364299,5642,0,8
5634,1784284261.781271433,5642,94,8
5634,1784284262.962066085,5642,93,8
5634,1784284264.172385902,5642,0,8
5634,1784284265.296539129,5642,0,8
5634,1784284266.463924645,5642,100,8
5634,1784284267.615451368,5642,0,8
5634,1784284268.818910993,5642,0,8
5634,1784284270.002927746,5642,100,8
5634,1784284271.132501031,5642,100,8
5634,1784284272.317779392,5642,0,8
5634,1784284273.414748070,5642,0,8
5634,1784284274.605148129,5642,0,8
5634,1784284275.756032710,5642,0,8
5634,1784284276.956522421,5642,0,8
5634,1784284278.098523969,5642,100,8
5634,1784284279.305009257,5642,0,8
5634,1784284280.456424355,5642,100,8
5634,1784284281.617234439,5642,100,8
5634,1784284282.776747372,5642,100,8
5634,1784284284.025858884,5642,100,8
5634,1784284285.257512161,5642,0,8
5634,1784284286.437021353,5642,94,8
5634,1784284287.683917700,5642,100,8
5634,1784284288.860696583,5642,0,8
5634,1784284290.007311153,5642,0,8
5634,1784284291.175396948,5642,0,8
5634,1784284292.358742220,5642,0,8
5634,1784284293.520033800,5642,0,8
5634,1784284294.670451438,5642,100,8
5634,1784284295.847441095,5642,100,8
5634,1784284297.020426889,5642,0,8
5634,1784284298.210802921,5642,100,8
5634,1784284299.404176780,5642,100,8
5634,1784284300.595926891,5642,100,8
5634,1784284301.786264227,5642,87,8
5634,1784284302.992235818,5642,37,8
5634,1784284304.219247415,5642,100,8
5634,1784284305.413156873,5642,0,8
5634,1784284306.564020284,5642,0,8
5634,1784284307.712447682,5642,100,8
5634,1784284308.890352394,5642,0,8
5634,1784284310.060437210,5642,100,8
5634,1784284311.240200061,5642,100,8
5634,1784284312.414098892,5642,0,8
5634,1784284313.602711931,5642,0,8
5634,1784284314.772210804,5642,100,8
5634,1784284315.924972203,5642,0,8
5634,1784284317.077661352,5642,0,8
5634,1784284318.268059891,5642,94,8
5634,1784284319.425222308,5642,100,8
5634,1784284320.603204426,5642,94,8
5634,1784284321.805566575,5642,99,8
5634,1784284323.029310226,5642,0,8
5634,1784284324.235644772,5642,100,8
5634,1784284325.448948111,5642,100,8
5634,1784284326.599096744,5642,100,8
5634,1784284327.756366733,5642,100,8
5634,1784284328.952800360,5642,100,8
5634,1784284330.131904992,5642,100,8
5634,1784284331.333445987,5642,32,8
5634,1784284332.530889077,5642,96,8
5634,1784284333.684221139,5642,100,8
5634,1784284334.849685621,5642,93,8
5634,1784284336.044576997,5642,100,8
5634,1784284337.245370326,5642,95,8
5634,1784284338.460288122,5642,100,8
5634,1784284339.654982979,5642,99,8
5634,1784284340.823064777,5642,100,8
5634,1784284341.996266653,5642,100,8
5634,1784284343.190271072,5642,91,8
5634,1784284344.381735284,5642,100,8
5634,1784284345.546011617,5642,100,8
5634,1784284346.736852020,5642,100,8
5634,1784284347.891968463,5642,100,8
5634,1784284349.066560044,5642,100,8
5634,1784284350.264215060,5642,100,8
5634,1784284351.394010461,5642,27,8
5634,1784284352.580908758,5642,100,8
5634,1784284353.786474247,5642,93,8
5634,1784284354.957011079,5642,32,8
5634,1784284356.139919415,5642,0,8
5634,1784284357.336404027,5642,0,8
5634,1784284358.517603104,5642,0,8
5634,1784284359.710199707,5642,100,8
5634,1784284360.860585076,5642,0,8
5634,1784284362.051793565,5642,100,8
5634,1784284363.261213388,5642,100,8
5634,1784284364.463947987,5642,20,8
5634,1784284365.668133245,5642,100,8
5634,1784284366.841074206,5642,100,8
5634,1784284368.035803319,5642,100,8
5634,1784284369.206922688,5642,100,8
5634,1784284370.370129920,5642,0,8
5634,1784284371.563609964,5642,100,8
5634,1784284372.758549886,5642,93,8
5634,1784284373.927717334,5642,0,8
5634,1784284375.052357265,5642,100,8
5634,1784284376.259182285,5642,90,8
5634,1784284377.443273448,5642,0,8
5634,1784284378.569023265,5642,100,8
5634,1784284379.761258074,5642,98,8
5634,1784284380.946174327,5642,0,8
5634,1784284382.111820158,5642,100,8
5634,1784284383.266802700,5642,100,8
5634,1784284384.453876508,5642,100,8
5634,1784284385.663459581,5642,0,8
5634,1784284386.829454244,5642,100,8
5634,1784284387.986335937,5642,100,8
5634,1784284389.229496957,5642,0,8
5634,1784284390.370015464,5642,4,8
5634,1784284391.527746058,5642,100,8
5634,1784284392.657607926,5642,0,8
5634,1784284393.818147974,5642,100,8
5634,1784284394.998310993,5642,0,8
5634,1784284396.136200907,5642,0,8
5634,1784284397.309605651,5642,100,8
5634,1784284398.476556586,5642,0,8
5634,1784284399.659951971,5642,0,8
5634,1784284400.797818200,7145,2,1511
5634,1784284401.942553988,7471,47,1837
5634,1784284403.118870424,7489,100,1855
5634,1784284404.262563567,7491,57,1857
5634,1784284405.440246430,7497,100,1863
5634,1784284406.608565669,7501,100,1867
5634,1784284407.766000584,7501,100,1867
5634,1784284408.964028186,7501,78,1867
5634,1784284410.138479874,7501,66,1867
5634,1784284411.313048876,7501,100,1867
5634,1784284412.483046483,7523,100,1889
5634,1784284413.658617766,7523,100,1889
5634,1784284414.824380496,7523,70,1889
5634,1784284416.033910752,7523,100,1889
5634,1784284417.213240081,7523,100,1889
5634,1784284418.402693931,7523,100,1889
5634,1784284419.570410142,7523,74,1889
5634,1784284420.793726114,7523,100,1889
5634,1784284421.969852817,7523,100,1889
5634,1784284423.156113242,7523,100,1889
5634,1784284424.343633492,7523,69,1889
5634,1784284425.490050458,7525,100,1891
5634,1784284426.663758140,7525,100,1891
5634,1784284427.845430953,7525,61,1891
5634,1784284428.997581270,7525,100,1891
5634,1784284430.170286427,7525,100,1891
5634,1784284431.395122849,7525,100,1891
5634,1784284432.542331807,7525,100,1891
5634,1784284433.729196184,7525,100,1891
5634,1784284434.900838696,7525,100,1891
5634,1784284436.053611772,7525,100,1891
5634,1784284437.246580478,7525,100,1891
5634,1784284438.468889311,7525,100,1891
5634,1784284439.659677699,7525,94,1891
5634,1784284440.835068457,7525,100,1891
5634,1784284442.036109891,7525,100,1891
5634,1784284443.226235091,7525,100,1891
5634,1784284444.352464463,7525,100,1891
5634,1784284445.516834258,7525,100,1891
5634,1784284446.659855740,7525,100,1891
5634,1784284447.853919118,7525,69,1891
5634,1784284449.012045219,7525,100,1891
5634,1784284450.213154593,7525,61,1891
5634,1784284451.356746590,7525,100,1891
5634,1784284452.506989265,7525,100,1891
5634,1784284453.638458606,7525,100,1891
5634,1784284454.809077808,7525,87,1891
5634,1784284456.032700644,7525,100,1891
5634,1784284457.233974907,7525,77,1891
